,User,Location,Tweet,Tweet_clean,Tweet_token,Tweet_nonstop
44,Flus_Forest,,My sister on look man if I cant look at then whats the point,My sister on look man if I cant look at then whats the point,"['my', 'sister', 'on', 'look', 'man', 'if', 'i', 'cant', 'look', 'at', 'then', 'whats', 'the', 'point']","['sister', 'look', 'man', 'cant', 'look', 'whats', 'point']"
45,isabellalucy_,"Washington, D.C.",shopping usually me feel better but recently been an identity crisis 80 of my time outside of pandemic is spent either in work clothes for my day job or coaching job Whats the point in a bunch of nice clothes for the rest of the time,shopping usually me feel better but recently been an identity crisis of my time outside of pandemic is spent either in work clothes for my day job or coaching job Whats the point in a bunch of nice clothes for the rest of the time,"['shopping', 'usually', 'me', 'feel', 'better', 'but', 'recently', 'been', 'an', 'identity', 'crisis', 'of', 'my', 'time', 'outside', 'of', 'pandemic', 'is', 'spent', 'either', 'in', 'work', 'clothes', 'for', 'my', 'day', 'job', 'or', 'coaching', 'job', 'whats', 'the', 'point', 'in', 'a', 'bunch', 'of', 'nice', 'clothes', 'for', 'the', 'rest', 'of', 'the', 'time']","['shopping', 'usually', 'feel', 'better', 'recently', 'identity', 'crisis', 'time', 'outside', 'pandemic', 'spent', 'either', 'work', 'clothes', 'day', 'job', 'coaching', 'job', 'whats', 'point', 'bunch', 'nice', 'clothes', 'rest', 'time']"
46,KDB_GOAT17,,Whats the point of the team account then,Whats the point of the team account then,"['whats', 'the', 'point', 'of', 'the', 'team', 'account', 'then']","['whats', 'point', 'team', 'account']"
47,poorlyhidden,,How much of that 12point shift in four is explainable in candidate quality On a surface level that trend very favorable to Whats the reason it wont continue at that rate,How much of that point shift in four is explainable in candidate quality On a surface level that trend very favorable to Whats the reason it wont continue at that rate,"['how', 'much', 'of', 'that', 'point', 'shift', 'in', 'four', 'is', 'explainable', 'in', 'candidate', 'quality', 'on', 'a', 'surface', 'level', 'that', 'trend', 'very', 'favorable', 'to', 'whats', 'the', 'reason', 'it', 'wont', 'continue', 'at', 'that', 'rate']","['much', 'point', 'shift', 'four', 'explainable', 'candidate', 'quality', 'surface', 'level', 'trend', 'favorable', 'whats', 'reason', 'wont', 'continue', 'rate']"
48,EileenCeltQueen,Gods Planet Cork Woman,Of course he is this country is run by At one point every single member of cabinet was a she even that the Smith What does it say about her being so comfortable around child,Of course he is this country is run by At one point every single member of cabinet was a she even that the Smith What does it say about her being so comfortable around child,"['of', 'course', 'he', 'is', 'this', 'country', 'is', 'run', 'by', 'at', 'one', 'point', 'every', 'single', 'member', 'of', 'cabinet', 'was', 'a', 'she', 'even', 'that', 'the', 'smith', 'what', 'does', 'it', 'say', 'about', 'her', 'being', 'so', 'comfortable', 'around', 'child']","['course', 'country', 'run', 'one', 'point', 'every', 'single', 'member', 'cabinet', 'even', 'smith', 'say', 'comfortable', 'around', 'child']"
49,alexsteed,"Portland, ME",Whats the point of being rich if you still dress like a mannequin in the clearance corner of a Warehouse,Whats the point of being rich if you still dress like a mannequin in the clearance corner of a Warehouse,"['whats', 'the', 'point', 'of', 'being', 'rich', 'if', 'you', 'still', 'dress', 'like', 'a', 'mannequin', 'in', 'the', 'clearance', 'corner', 'of', 'a', 'warehouse']","['whats', 'point', 'rich', 'still', 'dress', 'like', 'mannequin', 'clearance', 'corner', 'warehouse']"
50,ed_harrell,"Montgomery, AL",Caffeine and sugar free Shouldnt the name be whats the point,Caffeine and sugar free Shouldnt the name be whats the point,"['caffeine', 'and', 'sugar', 'free', 'shouldnt', 'the', 'name', 'be', 'whats', 'the', 'point']","['caffeine', 'sugar', 'free', 'shouldnt', 'name', 'whats', 'point']"
51,snnewton9,"California, USA",Seriously doing away with flash shipping away my desire to be Rouge Whats the point For a birthday gift I dont want Bad form,Seriously doing away with flash shipping away my desire to be Rouge Whats the point For a birthday gift I dont want Bad form,"['seriously', 'doing', 'away', 'with', 'flash', 'shipping', 'away', 'my', 'desire', 'to', 'be', 'rouge', 'whats', 'the', 'point', 'for', 'a', 'birthday', 'gift', 'i', 'dont', 'want', 'bad', 'form']","['seriously', 'away', 'flash', 'shipping', 'away', 'desire', 'rouge', 'whats', 'point', 'birthday', 'gift', 'dont', 'want', 'bad', 'form']"
52,RoadMiddleof,Dublin,Then I state again every single third level student would be on the susi am not missing point What you are is taxpayer to fund completely third level living on top of that fund all and should we give them all susi,Then I state again every single third level student would be on the susi am not missing point What you are is taxpayer to fund completely third level living on top of that fund all and should we give them all susi,"['then', 'i', 'state', 'again', 'every', 'single', 'third', 'level', 'student', 'would', 'be', 'on', 'the', 'susi', 'am', 'not', 'missing', 'point', 'what', 'you', 'are', 'is', 'taxpayer', 'to', 'fund', 'completely', 'third', 'level', 'living', 'on', 'top', 'of', 'that', 'fund', 'all', 'and', 'should', 'we', 'give', 'them', 'all', 'susi']","['state', 'every', 'single', 'third', 'level', 'student', 'would', 'susi', 'missing', 'point', 'taxpayer', 'fund', 'completely', 'third', 'level', 'living', 'top', 'fund', 'give', 'susi']"
53,BlueHeelerGuy,"Georgia, USA",hater48256586 You no article you a screen shot come to the discussion prepared with Its not my business to to make your case here Surely you are educated enough to do that for If this is out there which of for you to prove what is your point,hater48256586 You no article you a screen shot come to the discussion prepared with Its not my business to to make your case here Surely you are educated enough to do that for If this is out there which of for you to prove what is your point,"['hater48256586', 'you', 'no', 'article', 'you', 'a', 'screen', 'shot', 'come', 'to', 'the', 'discussion', 'prepared', 'with', 'its', 'not', 'my', 'business', 'to', 'to', 'make', 'your', 'case', 'here', 'surely', 'you', 'are', 'educated', 'enough', 'to', 'do', 'that', 'for', 'if', 'this', 'is', 'out', 'there', 'which', 'of', 'for', 'you', 'to', 'prove', 'what', 'is', 'your', 'point']","['hater48256586', 'article', 'screen', 'shot', 'come', 'discussion', 'prepared', 'business', 'make', 'case', 'surely', 'educated', 'enough', 'prove', 'point']"
54,BroDonBishop,"Cumberland, MD",I think you the point Theres no discussion about the real Show me the discussion Id be glad to review it You can start the other discussion if youd like What do you think the biggest are Juju dancing,I think you the point Theres no discussion about the real Show me the discussion Id be glad to review it You can start the other discussion if youd like What do you think the biggest are Juju dancing,"['i', 'think', 'you', 'the', 'point', 'theres', 'no', 'discussion', 'about', 'the', 'real', 'show', 'me', 'the', 'discussion', 'id', 'be', 'glad', 'to', 'review', 'it', 'you', 'can', 'start', 'the', 'other', 'discussion', 'if', 'youd', 'like', 'what', 'do', 'you', 'think', 'the', 'biggest', 'are', 'juju', 'dancing']","['think', 'point', 'theres', 'discussion', 'real', 'show', 'discussion', 'id', 'glad', 'review', 'start', 'discussion', 'youd', 'like', 'think', 'biggest', 'juju', 'dancing']"
55,KizzieWiz,"Fife, Scotland",wmcgregor1 ga11acher Yeah are only there to influence a vote If we dont get to vote whats the point of,wmcgregor1 ga11acher Yeah are only there to influence a vote If we dont get to vote whats the point of,"['wmcgregor1', 'ga11acher', 'yeah', 'are', 'only', 'there', 'to', 'influence', 'a', 'vote', 'if', 'we', 'dont', 'get', 'to', 'vote', 'whats', 'the', 'point', 'of']","['wmcgregor1', 'ga11acher', 'yeah', 'influence', 'vote', 'dont', 'get', 'vote', 'whats', 'point']"
56,YIMBY_Princeton,"Princeton, NJ",neipate96 Then whats the point Pure performance,neipate96 Then whats the point Pure performance,"['neipate96', 'then', 'whats', 'the', 'point', 'pure', 'performance']","['neipate96', 'whats', 'point', 'pure', 'performance']"
57,Rick12_85,"New York, NY",GODJ2 JulianGuilarte1 Not to sound like a dick but whats the point of penciling or anyone at 2 right now Let ST and the season start before we can say who the 2 is Regardless need more,GODJ2 JulianGuilarte1 Not to sound like a dick but whats the point of penciling or anyone at right now Let ST and the season start before we can say who the is Regardless need more,"['godj2', 'julianguilarte1', 'not', 'to', 'sound', 'like', 'a', 'dick', 'but', 'whats', 'the', 'point', 'of', 'penciling', 'or', 'anyone', 'at', 'right', 'now', 'let', 'st', 'and', 'the', 'season', 'start', 'before', 'we', 'can', 'say', 'who', 'the', 'is', 'regardless', 'need', 'more']","['godj2', 'julianguilarte1', 'sound', 'like', 'dick', 'whats', 'point', 'penciling', 'anyone', 'right', 'let', 'st', 'season', 'start', 'say', 'regardless', 'need']"
58,TheYeetiest,Beyond the Stars & Night Sky,Whats the point of if you cant hear it,Whats the point of if you cant hear it,"['whats', 'the', 'point', 'of', 'if', 'you', 'cant', 'hear', 'it']","['whats', 'point', 'cant', 'hear']"
59,bluesidecoco,she/her • PL/ARM/עברית,i get it but like whats the point literally confused whats the difference if its or like,i get it but like whats the point literally confused whats the difference if its or like,"['i', 'get', 'it', 'but', 'like', 'whats', 'the', 'point', 'literally', 'confused', 'whats', 'the', 'difference', 'if', 'its', 'or', 'like']","['get', 'like', 'whats', 'point', 'literally', 'confused', 'whats', 'difference', 'like']"
60,simonwilson2304,,Whats the point of this You got your racist politics no longer impact us This is just about trying to inspire hatred,Whats the point of this You got your racist politics no longer impact us This is just about trying to inspire hatred,"['whats', 'the', 'point', 'of', 'this', 'you', 'got', 'your', 'racist', 'politics', 'no', 'longer', 'impact', 'us', 'this', 'is', 'just', 'about', 'trying', 'to', 'inspire', 'hatred']","['whats', 'point', 'got', 'racist', 'politics', 'longer', 'impact', 'us', 'trying', 'inspire', 'hatred']"
61,Imnotre20927754,,jdub5656 But the person wasnt even in the thread If thats all they contribute and its a lie whats the point There to be some basis for the response,jdub5656 But the person wasnt even in the thread If thats all they contribute and its a lie whats the point There to be some basis for the response,"['jdub5656', 'but', 'the', 'person', 'wasnt', 'even', 'in', 'the', 'thread', 'if', 'thats', 'all', 'they', 'contribute', 'and', 'its', 'a', 'lie', 'whats', 'the', 'point', 'there', 'to', 'be', 'some', 'basis', 'for', 'the', 'response']","['jdub5656', 'person', 'wasnt', 'even', 'thread', 'thats', 'contribute', 'lie', 'whats', 'point', 'basis', 'response']"
62,MurliMenon6,,Whats ironical is that we are being forced to fight on multiple Its now the nature of the game Be it against torture by a rogue police or propaganda How crazy is it to imagine that each finally links back to one starting point,Whats ironical is that we are being forced to fight on multiple Its now the nature of the game Be it against torture by a rogue police or propaganda How crazy is it to imagine that each finally links back to one starting point,"['whats', 'ironical', 'is', 'that', 'we', 'are', 'being', 'forced', 'to', 'fight', 'on', 'multiple', 'its', 'now', 'the', 'nature', 'of', 'the', 'game', 'be', 'it', 'against', 'torture', 'by', 'a', 'rogue', 'police', 'or', 'propaganda', 'how', 'crazy', 'is', 'it', 'to', 'imagine', 'that', 'each', 'finally', 'links', 'back', 'to', 'one', 'starting', 'point']","['whats', 'ironical', 'forced', 'fight', 'multiple', 'nature', 'game', 'torture', 'rogue', 'police', 'propaganda', 'crazy', 'imagine', 'finally', 'links', 'back', 'one', 'starting', 'point']"
63,eljacobjimenez,"Phoenix, AZ",I will never understand people with 461638496 Seriously whats the point Just wake up,I will never understand people with Seriously whats the point Just wake up,"['i', 'will', 'never', 'understand', 'people', 'with', 'seriously', 'whats', 'the', 'point', 'just', 'wake', 'up']","['never', 'understand', 'people', 'seriously', 'whats', 'point', 'wake']"
64,Lee_toon1,"Newcastle Upon Tyne, England",Whats going to happen when the next manager comes in we win can me or any pundit praise him because whoever it is is likely to go on a bad run at some point which will end up resulting in the your logic there is no point praising anyone,Whats going to happen when the next manager comes in we win can me or any pundit praise him because whoever it is is likely to go on a bad run at some point which will end up resulting in the your logic there is no point praising anyone,"['whats', 'going', 'to', 'happen', 'when', 'the', 'next', 'manager', 'comes', 'in', 'we', 'win', 'can', 'me', 'or', 'any', 'pundit', 'praise', 'him', 'because', 'whoever', 'it', 'is', 'is', 'likely', 'to', 'go', 'on', 'a', 'bad', 'run', 'at', 'some', 'point', 'which', 'will', 'end', 'up', 'resulting', 'in', 'the', 'your', 'logic', 'there', 'is', 'no', 'point', 'praising', 'anyone']","['whats', 'going', 'happen', 'next', 'manager', 'comes', 'win', 'pundit', 'praise', 'whoever', 'likely', 'go', 'bad', 'run', 'point', 'end', 'resulting', 'logic', 'point', 'praising', 'anyone']"
65,eikichimishina_,,Whats the point in a stupid wish,Whats the point in a stupid wish,"['whats', 'the', 'point', 'in', 'a', 'stupid', 'wish']","['whats', 'point', 'stupid', 'wish']"
66,HoltLynne,,why would the woman at the till in not accept my voucher She said I had to provide my card first If thats the case whats the point of an service,why would the woman at the till in not accept my voucher She said I had to provide my card first If thats the case whats the point of an service,"['why', 'would', 'the', 'woman', 'at', 'the', 'till', 'in', 'not', 'accept', 'my', 'voucher', 'she', 'said', 'i', 'had', 'to', 'provide', 'my', 'card', 'first', 'if', 'thats', 'the', 'case', 'whats', 'the', 'point', 'of', 'an', 'service']","['would', 'woman', 'till', 'accept', 'voucher', 'said', 'provide', 'card', 'first', 'thats', 'case', 'whats', 'point', 'service']"
67,behaviorizing,"Roseville, CA",I agree but it doesnt seem like the really make a difference Look at the house we lost Now theyre making on the coup itself What is the point of that Its all for themselves and they have such a devoted fan base and then they go on and,I agree but it doesnt seem like the really make a difference Look at the house we lost Now theyre making on the coup itself What is the point of that Its all for themselves and they have such a devoted fan base and then they go on and,"['i', 'agree', 'but', 'it', 'doesnt', 'seem', 'like', 'the', 'really', 'make', 'a', 'difference', 'look', 'at', 'the', 'house', 'we', 'lost', 'now', 'theyre', 'making', 'on', 'the', 'coup', 'itself', 'what', 'is', 'the', 'point', 'of', 'that', 'its', 'all', 'for', 'themselves', 'and', 'they', 'have', 'such', 'a', 'devoted', 'fan', 'base', 'and', 'then', 'they', 'go', 'on', 'and']","['agree', 'doesnt', 'seem', 'like', 'really', 'make', 'difference', 'look', 'house', 'lost', 'theyre', 'making', 'coup', 'point', 'devoted', 'fan', 'base', 'go']"
68,Singh_Aditi0704,"Bengaluru, India",Cant one ignore it if doesnt like the show Whats the point of being sensitive for that anyway amount to negative,Cant one ignore it if doesnt like the show Whats the point of being sensitive for that anyway amount to negative,"['cant', 'one', 'ignore', 'it', 'if', 'doesnt', 'like', 'the', 'show', 'whats', 'the', 'point', 'of', 'being', 'sensitive', 'for', 'that', 'anyway', 'amount', 'to', 'negative']","['cant', 'one', 'ignore', 'doesnt', 'like', 'show', 'whats', 'point', 'sensitive', 'anyway', 'amount', 'negative']"
69,teddyw36655793,,Chesschick01 did kamala ever aid or the no whats your point then,Chesschick01 did kamala ever aid or the no whats your point then,"['chesschick01', 'did', 'kamala', 'ever', 'aid', 'or', 'the', 'no', 'whats', 'your', 'point', 'then']","['chesschick01', 'kamala', 'ever', 'aid', 'whats', 'point']"
70,MileyC_fan89,London,whats the point,whats the point,"['whats', 'the', 'point']","['whats', 'point']"
71,NeedsMoreGrey,,You mean the to contact the service that cannot help diagnose or fix on any of your the point in that,You mean the to contact the service that cannot help diagnose or fix on any of your the point in that,"['you', 'mean', 'the', 'to', 'contact', 'the', 'service', 'that', 'cannot', 'help', 'diagnose', 'or', 'fix', 'on', 'any', 'of', 'your', 'the', 'point', 'in', 'that']","['mean', 'contact', 'service', 'cannot', 'help', 'diagnose', 'fix', 'point']"
72,JimmyG100,Chicago,what I dont get Whats with the Special Appearance by credit in At what point is your appearance special Is appearance in Pulp Fiction more special than Candys in Home Alone,what I dont get Whats with the Special Appearance by credit in At what point is your appearance special Is appearance in Pulp Fiction more special than Candys in Home Alone,"['what', 'i', 'dont', 'get', 'whats', 'with', 'the', 'special', 'appearance', 'by', 'credit', 'in', 'at', 'what', 'point', 'is', 'your', 'appearance', 'special', 'is', 'appearance', 'in', 'pulp', 'fiction', 'more', 'special', 'than', 'candys', 'in', 'home', 'alone']","['dont', 'get', 'whats', 'special', 'appearance', 'credit', 'point', 'appearance', 'special', 'appearance', 'pulp', 'fiction', 'special', 'candys', 'home', 'alone']"
73,mas6228,United States,Id give an argument against nihilism but whats the point,Id give an argument against nihilism but whats the point,"['id', 'give', 'an', 'argument', 'against', 'nihilism', 'but', 'whats', 'the', 'point']","['id', 'give', 'argument', 'nihilism', 'whats', 'point']"
74,xo_brttny,Death to the status quo,do you mean that someone working 40 a week ANYWHERE should be making money whats the point of a job if you cant make enough to live what the is wrong with you dont be salty at them you make money,do you mean that someone working a week ANYWHERE should be making money whats the point of a job if you cant make enough to live what the is wrong with you dont be salty at them you make money,"['do', 'you', 'mean', 'that', 'someone', 'working', 'a', 'week', 'anywhere', 'should', 'be', 'making', 'money', 'whats', 'the', 'point', 'of', 'a', 'job', 'if', 'you', 'cant', 'make', 'enough', 'to', 'live', 'what', 'the', 'is', 'wrong', 'with', 'you', 'dont', 'be', 'salty', 'at', 'them', 'you', 'make', 'money']","['mean', 'someone', 'working', 'week', 'anywhere', 'making', 'money', 'whats', 'point', 'job', 'cant', 'make', 'enough', 'live', 'wrong', 'dont', 'salty', 'make', 'money']"
